company_id,company_name,industry,funding_rounds,total_funding,last_funding_date,job_postings_30d,employee_growth_pct,hiring_roles,industry_growth_rate,regional_employment_trend,funding_per_employee,days_since_last_funding,growth_momentum,is_hot_lead
COMP_011514,Morgan Ltd,Tech,2.6391132580486434,1317749.44,2022-04-13,5.24201795590006,0.6053490310442455,Operations,29.0,6.7,8235.934,1044,6588747.199999999,0
COMP_009161,Baker-Gray,Tech,1.978498899981455,3647158.35,2020-08-24,10.232372780964802,42.896676585695424,Sales,18.6,4.3,1018.7593156424582,1641,40118741.85,1
COMP_006995,Gonzales-Palmer,Fintech,2.6646575119930764,5598811.01,2022-06-15,12.715340017559909,21.546787179687353,Operations,17.1,6.4,2521.9869414414416,981,55988110.099999994,0
COMP_014927,Thomas Inc,Retail,5.168821564058944,111315.26,2022-08-24,13.994365579625166,27.29471816956229,Engineering,9.3,4.7,37.86233333333333,911,1335783.1199999999,0
COMP_022460,Fields PLC,Tech,4.090155074338345,3628277.79,2020-07-25,10.810962645489269,19.620601697657854,Operations,7.4,4.0,1769.8916048780488,1671,43539333.480000004,1
COMP_003076,"Johnson, Everett and Grimes",SaaS,1.7835854165778278,2193157.51,2024-10-23,11.677709815054829,32.358118291522956,Engineering,25.0,-3.9,572.6259817232376,120,28511047.629999995,0
COMP_024667,Roberts-Butler,Fintech,1.0091349405150392,1948049.69,2024-08-16,15.506490094410115,27.04652734308885,Marketing,27.0,-4.6,763.9410549019608,188,31168795.04,0
COMP_004265,"Wang, Horn and Johnston",Fintech,2.5823822593221597,561895.24,2020-04-01,13.284718719806257,4.496378475814214,Operations,28.7,-2.9,985.7811228070175,1786,7304638.12,0
COMP_008816,Dawson Group,Fintech,2.027211229913806,7037537.18,2020-09-29,9.872638047396983,41.611905900968445,Engineering,15.2,11.5,1876.6765813333332,1605,70375371.8,0
COMP_008919,"Smith, Martin and Hunt",Healthcare,2.8339019764386855,6681546.33,2022-10-17,11.376331000776027,14.916278362842652,Sales,26.2,-0.4,4639.962729166667,857,73497009.63,0
COMP_012560,"Reed, Berry and Nelson",Tech,2.0767984346384014,806198.13,2021-09-11,6.267709450943756,37.08664711383537,Sales,12.5,-2.4,202.05466917293234,1258,4837188.78,0
COMP_022201,"Howell, Crawford and Rhodes",Healthcare,1.0580377830437686,7969173.1,2020-03-10,13.834715987298637,8.575915743539197,Engineering,15.4,-1.1,7589.688666666666,1808,95630077.19999999,0
COMP_009813,Green PLC,SaaS,3.2431473704995515,606195.45,2021-08-28,16.02998669631672,26.962310230238046,Engineering,29.4,9.8,178.29277941176468,1272,9699127.2,0
COMP_024429,"Ramos, Ray and Hall",Fintech,5.015214849451464,7993083.8,2020-06-29,9.425325781714534,20.946236498214894,Operations,18.6,-4.2,3976.6586069651735,1697,79930838.0,0
COMP_010480,Carter-Liu,Tech,4.655761700591072,4772595.73,2023-12-27,14.594916426638779,6.336476336141775,Operations,13.3,2.8,6721.965816901409,421,66816340.220000006,0
COMP_019940,Holmes-Murray,Tech,3.981310556649261,14460967.37,2022-05-24,6.586448192801697,36.60663761812777,Operations,11.1,14.6,4085.019031073446,1003,101226771.58999999,0
COMP_018413,"Diaz, Wilson and Coleman",Retail,1.9597978085882444,2517444.67,2024-01-05,7.572387418074369,1.4764729040189255,Operations,23.2,1.4,10945.411608695651,412,17622112.689999998,0
COMP_003756,Ferguson-Ballard,Retail,1.8039280953011692,6657761.57,2024-05-01,7.834640529468236,3.2164815196260714,Sales,7.5,-2.1,13870.336604166667,295,59919854.13,0
COMP_002223,Pace Ltd,Retail,2.6907669003857837,3537459.66,2021-06-17,9.097299825179514,40.22894238781223,Operations,8.3,12.4,791.378,1344,35374596.6,0
COMP_015437,Tyler Inc,Fintech,1.4938260186715118,5597379.67,2021-05-03,11.046996011728247,-4.169616296900947,Sales,10.0,-0.4,-20731.035814814815,1389,61571176.37,0
COMP_002483,Watkins Inc,Healthcare,5.014188545163605,2160733.29,2020-12-18,15.036656693310336,-8.376682141224784,Engineering,20.1,12.5,-2959.9086164383557,1525,28089532.77,0
COMP_008538,Dixon PLC,Fintech,2.123839503041304,969338.51,2023-10-06,10.227270063738665,29.698067262556428,Sales,6.3,10.1,267.7730690607734,503,10662723.61,0
COMP_013935,"Peck, Savage and Huang",SaaS,1.9478823860304662,10179259.15,2021-06-26,11.319865209045709,0.8959378177050827,Engineering,29.3,9.0,56551.439722222225,1335,101792591.5,0
COMP_020069,"Richard, Black and Conner",Fintech,1.987156533255115,174668.47,2023-01-09,9.864853989915074,12.430452627559289,Sales,14.2,11.3,114.91346710526315,773,1746684.7,0
COMP_010963,Kim-Vaughn,Tech,2.02156705786958,11846484.65,2020-03-17,11.277377553171814,2.0328940540291724,Marketing,16.2,12.8,35898.43833333333,1801,142157815.8,0
COMP_023121,"Taylor, Robinson and Lara",Healthcare,2.8176487729689756,353992.97,2020-03-12,2.7218416709608695,35.21088162520132,Operations,23.6,0.3,95.933054200542,1806,1061978.91,0
COMP_023744,Carter-Bean,SaaS,1.9090712770691445,6056822.38,2020-12-17,11.67737621676918,25.117362899364416,Marketing,12.2,13.2,2194.5008623188405,1526,78738690.94,1
COMP_006041,Osborne-Cummings,Retail,1.8402411634995357,9247589.42,2023-03-05,10.447482009584677,31.335417667780213,Operations,24.0,6.8,2926.4523481012657,718,92475894.2,0
COMP_008409,Taylor-Mcdonald,Tech,2.042104471946523,962900.66,2022-03-08,5.893587315852361,4.936815960128141,Marketing,20.4,13.3,1689.299403508772,1080,5777403.96,0
COMP_024515,"Kramer, Pratt and Rivas",Retail,3.431653480993668,1249764.63,2021-04-11,8.3524073896753,11.140533633693085,Sales,22.2,-3.8,1190.2520285714284,1411,9998117.04,0
COMP_000426,Best-Woods,Tech,2.235109092846588,3076751.39,2020-11-30,7.655162548435456,21.069103056302477,Operations,27.0,1.4,1392.1951990950226,1543,24614011.12,0
COMP_000780,"Mcclain, Johnson and Schwartz",Healthcare,4.966634705500512,1890593.71,2024-05-26,5.8598692319977275,3.5821842765761764,Marketing,12.7,-0.5,4396.729558139535,270,11343562.26,0
COMP_013142,"Bryant, Armstrong and Hill",Healthcare,3.327761120030506,1729411.42,2022-01-08,9.440941270284318,16.781187112393443,Sales,27.9,2.5,993.9146091954024,1139,13835291.36,0
COMP_006184,Frost-Morris,Fintech,3.2891398757843113,4780208.65,2023-09-29,14.08411163519769,45.56769814628051,Operations,5.3,13.9,1079.0538713318285,510,66922921.10000001,1
COMP_020884,"Olson, Ponce and Martin",Healthcare,4.824035995501017,7487795.88,2023-12-15,5.169524939157775,18.39459285728714,Engineering,7.1,-3.7,4378.8279999999995,433,44926775.28,0
COMP_022215,Smith PLC,Tech,2.0667181455440815,141787.69,2021-07-13,9.251186890722705,36.676924528372695,Marketing,14.2,9.7,34.582363414634145,1318,1276089.21,0
COMP_023260,Garcia PLC,Tech,1.9706630686789959,7056005.77,2020-10-27,16.75732290603991,-8.98669304811926,Marketing,20.9,7.6,-8931.652873417721,1577,119952098.08999999,0
COMP_012830,"Jennings, Allison and Garrett",Fintech,0.848655729541318,4387676.65,2024-02-18,10.271832178495412,27.62199300570896,Marketing,18.6,7.4,1755.07066,368,43876766.5,0
COMP_021236,"Wilson, Mccoy and Brown",Retail,5.148807304248395,2923393.92,2020-10-08,6.858844113669787,-7.056825006172436,Engineering,28.1,13.1,-5128.761263157895,1596,20463757.439999998,0
COMP_020901,Medina and Sons,Fintech,3.8331233863640177,6593943.97,2024-10-18,6.112907382370246,1.550624421570739,Engineering,11.1,1.8,29972.47259090909,125,39563663.82,0
COMP_004962,"Elliott, Castro and Sparks",Fintech,1.640302026880025,6801516.57,2024-07-01,11.28278625524898,14.445105801789435,Sales,23.9,11.6,4474.681953947369,234,88419715.41,0
COMP_005707,Thompson-Lowe,Retail,1.7325630928492555,778808.67,2024-04-29,8.305992944874568,-0.9767197268885247,Operations,26.8,7.9,inf,297,7788086.7,0
COMP_010730,"Carter, Boyer and Ortiz",Tech,2.6748584129515676,5316721.38,2022-05-16,11.366152565146406,-0.7817706320672697,Sales,19.1,13.7,265836.069,1011,58483935.18,0
COMP_006057,Green Group,Tech,5.832743569665633,1802437.3,2020-06-08,12.572275215773718,25.524212881892765,Sales,12.3,8.3,675.0701498127341,1718,21629247.6,1
COMP_011436,Acosta-Wells,Retail,7.979951568910406,4171381.07,2024-06-22,11.515672418783407,49.13362245846966,Sales,29.3,12.5,821.1380059055118,243,45885191.769999996,1
COMP_020535,Vaughn-Davis,SaaS,4.539529760345324,1923205.28,2021-04-05,9.491723520024543,19.030329186108368,Marketing,5.4,3.2,1006.9137591623036,1417,21155258.080000002,1
COMP_023503,"Watson, Barker and Montgomery",SaaS,2.361504138906408,7776496.27,2021-02-23,8.206838620108723,28.903797201051976,Sales,6.1,-2.9,2516.6654595469254,1458,77764962.69999999,0
COMP_000856,"Paul, Banks and Morgan",Fintech,2.9113530345984553,1364583.11,2023-08-08,7.722211156735958,29.536138707430293,Marketing,17.8,4.5,470.5459,562,12281247.99,0
COMP_010676,Thomas Group,SaaS,1.0934307752677996,12722257.01,2021-05-01,8.467105599070404,29.013596948105704,Operations,9.9,13.9,3988.16834169279,1391,101778056.08,0
COMP_009225,Oliver-Smith,Tech,5.9302452286907466,4490810.28,2021-03-31,6.899495683271298,-3.8067434140704925,Operations,10.7,-1.4,-19525.26208695652,1422,31435671.96,0
COMP_010328,"Sandoval, Martinez and White",Healthcare,2.971101601990067,7982989.6,2023-12-11,11.299551124378127,-8.369259466510382,Sales,12.1,4.3,-10787.823783783784,437,95795875.19999999,0
COMP_016610,Clark PLC,SaaS,1.1422830702319189,10518791.69,2022-10-19,6.176141396372488,45.72046488493623,Operations,19.0,12.6,2233.289106157112,855,73631541.83,0
COMP_023973,Moore Ltd,Fintech,2.709476146679784,10340062.54,2022-02-27,8.63745952244345,26.82481226450718,Operations,28.4,10.8,3801.4935808823525,1089,82720500.32,0
COMP_013457,Green Inc,SaaS,3.053409122905748,251802.51,2023-03-20,6.642545258815108,-5.8115078249452425,Engineering,11.9,1.3,-475.09907547169814,703,1762617.57,0
COMP_010632,Stanton Ltd,Tech,2.1043412252245113,5981016.89,2020-09-14,16.050456079462716,-2.221430010088051,Engineering,23.4,-2.7,-39873.44593333333,1620,95696270.24,0
COMP_021192,"Hudson, Crosby and Martinez",SaaS,3.3426975833792465,3498056.04,2021-08-14,6.438970625675255,4.860629913965167,Engineering,20.0,13.1,5928.908542372881,1286,31482504.36,0
COMP_003287,Smith LLC,Healthcare,3.6143667766415657,2138101.93,2024-07-18,11.218584111127322,-5.651755686129307,Marketing,6.2,2.8,-4751.337622222222,217,25657223.160000004,0
COMP_009103,"Hardin, Trevino and Wolfe",Fintech,3.9439058560214595,1178883.91,2022-06-12,13.899845822005911,43.24171437725698,Marketing,17.2,4.0,288.9421348039216,984,15325490.829999998,0
COMP_012219,"Kaiser, Miller and Blair",Fintech,4.32830485968927,2643600.61,2022-09-07,6.367603893096145,6.22648752923482,Operations,16.5,4.8,3723.38114084507,897,21148804.88,0
COMP_009487,Anderson and Sons,Retail,3.8904845471887333,454617.09,2024-05-07,3.9766842785192895,17.786798957910303,Engineering,8.4,-3.1,251.1696629834254,289,2273085.45,0
COMP_016364,"Berry, Bailey and Munoz",Tech,0.9514318428327221,6751826.73,2023-11-14,11.388787771187037,2.3949987292793993,Operations,7.2,-0.6,20460.081000000002,464,74270094.03,0
COMP_017507,"Levy, Cruz and Anderson",Retail,1.9103608674028767,8089218.11,2022-05-30,8.717516157802454,49.348113978090396,Operations,13.1,11.3,1743.3659719827588,997,72802962.99000001,0
COMP_011165,Kane-Williams,Healthcare,3.123520053727347,6194544.52,2023-12-08,10.66573352785051,21.10438145287152,Engineering,16.9,13.7,2978.1464038461536,440,74334534.24,1
COMP_020957,"Nolan, Moore and Bartlett",Tech,3.088351934052171,7167489.95,2021-07-02,5.676549371147019,-3.9377572787506114,Operations,12.3,8.6,-24715.482586206897,1329,50172429.65,0
COMP_006880,"Duarte, Vaughn and Cole",Tech,4.568764577315965,2978478.55,2024-03-21,10.526876304135818,-9.279901824649608,Marketing,26.3,-0.1,-3818.5622435897426,336,29784785.5,0
COMP_005457,Dean and Sons,Healthcare,2.1156340825099442,4776041.33,2022-06-20,10.366444244037883,-8.924749103152042,Engineering,20.9,3.6,-6542.5223698630125,976,47760413.3,0
COMP_011567,Cole-Payne,Retail,4.076252896227774,5483958.5,2024-10-23,7.318883220421309,38.370306529272284,Engineering,5.7,10.0,1311.9517942583732,120,38387709.5,0
COMP_007799,Simpson-Wilson,SaaS,1.9659644629057906,1284216.05,2021-11-22,8.059198232584565,32.146822124709836,Sales,27.2,-3.5,428.0720166666667,1186,10273728.4,0
COMP_001494,Smith Inc,SaaS,1.877541829096821,6965022.12,2022-06-02,8.002975007245862,35.909815865059,Operations,12.3,9.4,2001.4431379310347,994,48755154.84,0
COMP_001135,"Smith, Scott and Wallace",Healthcare,2.4840754031664547,2514366.02,2022-03-24,4.876691932704559,38.42439953574736,Marketing,9.8,8.4,646.3665861182519,1064,12571830.1,0
COMP_011153,"Williamson, Brown and Jacobson",Retail,5.527253697414315,3753035.63,2020-06-03,2.6834807234633966,21.563358322885723,Engineering,13.5,7.4,1563.7648458333333,1723,11259106.89,0
COMP_004094,"Nguyen, Phillips and Harris",Fintech,3.4670832080517755,6775194.72,2024-04-12,6.859506583707412,8.845957112386687,Engineering,10.1,-3.9,6775.1947199999995,314,47426363.04,0
COMP_021175,Gonzales PLC,Healthcare,1.9738704222609464,1344340.34,2020-12-23,14.952828621923329,16.161409405144877,Engineering,13.3,14.4,777.0753410404625,1520,20165105.1,0
COMP_019913,Burke Inc,Healthcare,1.853728912873716,5092065.95,2022-08-02,18.05766779388115,40.095969851347995,Operations,10.4,0.7,1238.945486618005,933,86565121.15,1
COMP_002123,Duncan-Garner,Healthcare,3.13392464465085,2397753.74,2023-06-11,13.021437739214594,10.788975795121063,Sales,29.8,-3.8,2031.9946949152545,620,31170798.620000005,0
COMP_014081,Lewis-Rodriguez,Fintech,4.058447065570577,2605021.26,2022-06-01,11.987512660543672,28.538180532570596,Sales,11.2,-1.1,975.6633932584269,995,31260255.119999997,1
COMP_021475,"Baldwin, Rice and Hill",Healthcare,1.0506858499929193,8832482.48,2022-03-19,12.099196369392542,45.86000017912786,Marketing,12.4,3.8,1984.8275235955057,1069,105989789.76,0
COMP_022861,Thomas-Lawson,Retail,1.8776270889753273,8255192.26,2022-01-05,7.065781025358873,12.589634680765661,Sales,23.8,-1.8,5938.987237410071,1142,57786345.82,0
COMP_010090,Rowland and Sons,Healthcare,5.390776599253495,4007116.01,2024-10-18,9.941971925887364,15.707841591022598,Engineering,29.3,-0.8,2443.3634207317073,125,40071160.099999994,0
COMP_000640,Bowman Group,SaaS,4.716193104541274,2593590.55,2024-06-02,6.6135773125125645,47.01706195148488,Marketing,27.1,-3.2,570.0199010989011,263,18155133.849999998,0
COMP_010083,Bradley-Grimes,Fintech,2.8507474453854984,2088157.1,2021-06-22,9.38603088028492,-5.448510608189313,Marketing,11.2,1.0,-3663.43350877193,1339,18793413.900000002,0
COMP_013412,"Stout, Ford and Johnson",Healthcare,4.08731648002547,435369.73,2022-11-04,3.979244424405981,44.6441060524417,Engineering,14.1,1.1,115.17717724867725,839,1741478.92,0
COMP_015832,"Gordon, Gibson and Woods",Fintech,2.837612181138958,8850573.85,2022-04-13,18.92725716265018,12.051969008622477,Sales,23.8,-3.1,7024.2649603174605,1044,141609181.6,0
COMP_022032,Reed-Jacobs,SaaS,3.804487440124273,2215476.54,2021-02-01,6.384172375529093,6.792135039022665,Engineering,23.6,-2.9,3077.05075,1480,15508335.780000001,0
COMP_019032,"Scott, Bird and Rodriguez",Tech,3.023318396017661,904355.92,2021-02-07,5.387204482556286,30.300617707662976,Engineering,5.4,-0.6,265.9870352941177,1474,5426135.5200000005,0
COMP_014962,Noble Inc,Fintech,1.0746014944106697,4140746.06,2020-11-05,12.465999971466825,37.7682705593187,Marketing,29.7,9.2,1196.7474161849711,1568,49688952.72,0
COMP_012783,"Zavala, Ramos and Lee",Fintech,4.078428723799033,2787898.65,2020-09-21,10.670357415992058,3.2615689678659114,Engineering,14.1,1.5,6195.330333333333,1613,27878986.5,0
COMP_002436,Williams and Sons,Fintech,2.0453437250487183,4854575.55,2022-11-23,19.502093553192136,2.530914135975372,Sales,25.7,13.3,14710.835,820,92236935.45,0
COMP_017499,Cole-Franklin,Tech,1.0369550943022021,1665429.58,2023-11-30,12.70649730779721,23.121196562711393,Marketing,28.5,1.7,736.9157433628319,448,21650584.54,0
COMP_007190,King-Leblanc,Healthcare,4.6613873546428,1343365.9,2021-04-25,9.30766366410117,-7.54241199504532,Sales,18.0,8.1,-1815.3593243243242,1397,13433659.0,0
COMP_018938,Smith-Underwood,Healthcare,1.7990990725721827,6679020.19,2020-11-19,13.910776333132516,22.857575371669384,Marketing,6.0,12.3,2759.9256983471078,1554,80148242.28,1
COMP_021169,Wheeler LLC,Fintech,2.790701589487832,1961031.76,2021-07-14,8.888218896308802,3.2715076850243836,Engineering,19.7,6.9,4085.4828333333335,1317,21571349.36,0
COMP_018872,White PLC,Fintech,4.191268321327148,5500045.78,2021-11-15,9.637954644887847,17.165324289058326,Marketing,10.4,14.5,2619.0694190476192,1193,49500412.02,0
COMP_001282,Dominguez Group,Retail,3.2061914732105485,2826239.46,2023-03-14,11.628098175282238,40.59656000580914,Sales,13.0,13.3,717.3196598984772,709,31088634.06,1
COMP_019785,Kelly-Gonzalez,Tech,2.4311131846161427,3116950.79,2022-08-07,16.097255520434146,6.0000175841307,Marketing,20.9,6.0,4101.251039473685,928,46754261.85,0
COMP_007755,"Taylor, Jones and Duke",Retail,5.461323817876864,4616461.35,2020-11-19,5.975781057885296,14.940330884417348,Sales,15.7,-3.7,2637.977914285714,1554,27698768.099999998,0
COMP_014379,Oneill-Williams,Healthcare,4.494325468268385,2605415.49,2024-06-30,6.580774837679274,12.643244817781817,Marketing,14.6,3.2,1514.7764476744187,235,15632492.940000001,0
COMP_007626,"Freeman, Cummings and Martinez",Retail,2.683486233608888,4191010.19,2024-09-10,6.791983955404039,17.907056557282562,Operations,28.9,4.5,2315.4752430939225,163,33528081.52,0
COMP_019694,"Chen, Hartman and Bradley",Healthcare,2.0247085747075384,15460914.18,2024-10-04,9.188576224682276,16.267301491972983,Operations,12.3,10.7,10239.016013245033,139,139148227.62,0
COMP_013971,Tucker-Soto,SaaS,3.488604270845285,2707391.1,2021-04-01,15.39116119414078,23.1530587368606,Operations,23.6,3.1,963.4843772241993,1421,43318257.6,1
COMP_004384,Robinson-Peterson,Fintech,0.9834323443425224,4072354.63,2022-04-23,9.004251349659919,4.998266382790359,Marketing,9.7,2.2,7683.687981132075,1034,40723546.3,0
COMP_009277,"Mckinney, Webb and Clark",Retail,4.887567961864035,791238.48,2023-06-24,16.124463623372055,0.16543976215313902,Marketing,19.2,-1.8,6593.6539999999995,607,10286100.24,0
COMP_009204,"Edwards, Fowler and Reyes",Retail,4.801900389417149,6146934.24,2021-11-28,11.637607961086676,20.179987928021077,Engineering,11.8,11.5,2969.5334492753623,1180,67616276.64,0
COMP_003261,"Garcia, Garcia and Nichols",Tech,2.215865016721644,10468759.84,2022-12-26,16.28665703586494,34.41545395370415,Operations,15.3,-1.5,3292.0628427672955,787,167500157.44,1
COMP_023092,Gregory Ltd,SaaS,3.060744188358597,4300142.98,2023-08-31,9.35731964374791,8.963876056787806,Marketing,10.8,5.4,4526.466294736842,539,38701286.82000001,0
COMP_002211,Wood PLC,Healthcare,3.0928157561444296,2689271.68,2024-06-25,10.66018835400881,45.745909822359,Marketing,8.4,12.8,574.6307008547009,240,29581988.48,1
COMP_012373,Diaz Ltd,Tech,2.919546300403913,7752692.9,2023-03-16,8.150200292413915,-4.820972952974904,Engineering,28.5,6.1,-18029.518372093025,707,62021543.2,0
COMP_018736,Figueroa LLC,Retail,4.657975682888361,6300196.58,2022-12-24,9.0047815082551,-7.966299554290994,Sales,8.9,11.3,-7500.234023809524,789,56701769.22,0
COMP_007125,Smith Inc,Fintech,0.8670195533682459,1988141.88,2024-01-13,9.497089508277659,37.685400085050716,Sales,12.3,9.6,493.33545409429286,404,19881418.799999997,0
COMP_013866,White LLC,Tech,3.3792791143340004,1346535.82,2021-07-29,6.463725592347501,4.71200906792454,Sales,19.4,11.3,2493.584851851852,1302,8079214.92,0
COMP_003828,Cole Inc,Retail,3.3079414722530034,918517.92,2021-12-20,3.4507210560992707,-3.942630363263061,Engineering,12.2,7.4,-3401.9182222222225,1158,3674071.68,0
